BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460641.924090,0.99727,0.00246,1.0126,0.13,-0.74,14.83,13640
2460641.924326,0.99929,0.00246,1.0126,-0.20,-0.41,14.52,12828
2460641.924562,0.99873,0.00246,1.0125,0.13,-0.93,14.69,13645
2460641.924798,0.99874,0.00246,1.0124,0.05,-0.81,14.73,13524
2460641.925034,0.99926,0.00246,1.0124,0.54,-0.95,14.32,14560
2460641.925271,0.99779,0.00245,1.0123,-0.12,-0.24,14.62,13455
2460641.925507,0.99405,0.00245,1.0122,0.23,-0.22,14.65,13193
2460641.925786,0.99618,0.00245,1.0122,0.58,0.13,14.47,14272
2460641.926022,0.99732,0.00245,1.0121,0.19,-0.70,14.60,14069
2460641.926259,0.99872,0.00246,1.0120,-0.21,0.21,14.72,13234
2460641.926494,0.99798,0.00245,1.0120,-0.10,-1.35,14.55,15258
2460641.926732,0.99861,0.00247,1.0119,-0.08,-0.21,14.67,13991
2460641.926968,0.99550,0.00246,1.0119,-0.79,0.28,14.77,13678
2460641.927204,1.00187,0.00245,1.0118,-0.30,-0.25,14.41,14620
2460641.927440,1.00036,0.00246,1.0118,-0.46,0.78,15.05,13167
2460641.927677,0.99851,0.00247,1.0117,0.14,-0.20,14.59,14269
2460641.927912,1.00133,0.00246,1.0117,-0.82,-0.30,14.50,14477
2460641.928148,0.99697,0.00246,1.0117,-0.74,-0.35,14.24,14370
2460641.928384,1.00014,0.00246,1.0116,-0.26,0.11,14.64,14246
2460641.928620,0.99701,0.00246,1.0116,-0.68,-0.06,15.31,13458
2460641.928863,0.99605,0.00246,1.0115,-0.19,0.51,14.54,14431
2460641.929099,0.99785,0.00246,1.0115,0.17,-0.37,14.97,12642
2460641.929336,0.99981,0.00246,1.0115,-0.82,0.65,14.49,13275
2460641.929571,0.99809,0.00246,1.0114,-0.61,-0.04,14.84,13238
2460641.929807,0.99997,0.00246,1.0114,0.38,0.92,14.21,13941
2460641.930043,1.00288,0.00246,1.0114,-0.56,0.78,14.06,14818
2460641.930279,1.00389,0.00246,1.0114,-0.37,0.50,14.36,14137
2460641.930515,0.99923,0.00246,1.0113,-0.11,1.01,14.04,14969
2460641.930751,0.99906,0.00246,1.0113,-0.10,1.39,14.67,13443
2460641.930988,1.00111,0.00245,1.0113,-0.14,1.18,14.65,13331
2460641.931231,0.99719,0.00246,1.0113,0.63,0.85,14.72,12379
2460641.931467,0.99902,0.00246,1.0113,0.20,0.95,15.47,11813
2460641.931703,0.99707,0.00247,1.0112,0.07,1.62,14.46,12667
2460641.931939,1.00233,0.00246,1.0112,1.04,0.75,15.09,13117
2460641.932175,0.99622,0.00246,1.0112,-0.24,1.49,14.64,13921
2460641.932411,0.99823,0.00247,1.0112,0.39,1.49,14.47,13701
2460641.932647,0.99847,0.00246,1.0112,0.13,0.32,14.73,13249
2460641.932883,0.99872,0.00246,1.0112,0.36,1.46,14.52,13690
2460641.933119,0.99562,0.00246,1.0112,-0.15,1.40,14.34,14629
2460641.933356,0.99604,0.00246,1.0112,0.63,1.09,14.85,13738
2460641.933591,0.99982,0.00247,1.0112,0.66,-0.05,14.71,13818
2460641.933827,0.99757,0.00245,1.0112,0.71,0.71,14.40,14894
2460641.934064,0.99958,0.00245,1.0112,0.29,-0.72,14.31,15735
2460641.934300,0.99994,0.00245,1.0112,0.55,0.26,14.40,14886
2460641.934536,1.00388,0.00246,1.0112,0.48,-0.07,14.38,14946
2460641.934772,0.99716,0.00246,1.0112,0.37,-0.43,14.43,15670
2460641.935008,1.00438,0.00246,1.0112,0.67,-0.52,14.47,15324
2460641.935251,0.99569,0.00245,1.0113,0.22,-0.06,14.06,15909
2460641.935487,1.00171,0.00245,1.0113,0.70,-1.64,14.43,15249
2460641.935723,0.99742,0.00245,1.0113,0.48,-0.69,14.35,15527
2460641.935959,0.99590,0.00244,1.0113,-0.04,-1.30,14.16,14816
2460641.936195,1.00084,0.00245,1.0113,0.29,-1.72,14.21,15885
2460641.936431,1.00019,0.00246,1.0114,0.21,-1.35,14.33,15532
2460641.936666,0.99940,0.00245,1.0114,0.79,-1.82,14.05,16523
2460641.936902,0.99864,0.00245,1.0114,0.10,-1.52,14.27,15203
2460641.937138,0.99420,0.00244,1.0114,0.30,-1.38,14.68,14245
2460641.937374,0.99758,0.00246,1.0115,-0.19,-1.76,14.52,14456
2460641.937610,1.00190,0.00245,1.0115,-0.47,-1.55,14.38,15695
2460641.937845,1.00218,0.00246,1.0115,0.09,-1.48,14.03,15571
2460641.938082,1.00171,0.00245,1.0116,-0.15,-1.57,14.17,15293
2460641.938318,0.99918,0.00245,1.0116,0.09,-1.51,14.42,15165
2460641.938554,0.99848,0.00245,1.0116,-0.39,-1.86,14.30,15211
2460641.938797,0.99947,0.00245,1.0117,-0.06,-1.32,13.88,15489
2460641.939033,1.00210,0.00246,1.0117,-0.34,-1.68,14.34,14385
2460641.939269,0.99756,0.00245,1.0118,-0.27,-2.11,14.61,14569
2460641.939506,0.99684,0.00245,1.0118,-0.62,-1.14,14.01,15314
2460641.939742,0.99888,0.00246,1.0119,-0.83,-1.22,14.17,14271
2460641.939978,0.99876,0.00246,1.0119,-0.02,-1.55,13.87,17527
2460641.940213,0.99955,0.00246,1.0120,0.05,-1.16,14.45,13469
2460641.940449,0.99862,0.00245,1.0120,-0.68,-0.65,14.33,14104
2460641.940685,0.99970,0.00245,1.0121,0.17,-0.75,14.56,13502
2460641.940921,1.00169,0.00246,1.0122,-0.55,-0.51,14.29,16047
2460641.941156,0.99855,0.00245,1.0122,-0.10,0.99,14.25,14688
2460641.941392,0.99973,0.00245,1.0123,-0.15,-0.01,14.17,14731
2460641.941628,0.99670,0.00245,1.0123,-0.54,0.27,14.36,14152
2460641.941863,1.00260,0.00245,1.0124,-0.59,-0.01,14.07,15004
2460641.942099,0.99974,0.00245,1.0125,0.18,-0.10,14.21,13984
2460641.942342,0.99524,0.00244,1.0125,-1.13,-0.50,14.35,13574
2460641.942578,1.00202,0.00246,1.0126,-0.31,-0.26,14.10,14917
2460641.942814,0.99970,0.00245,1.0127,-0.11,-0.49,14.25,14830
2460641.943049,1.00225,0.00245,1.0128,-0.57,-0.31,14.70,12922
2460641.943285,1.00031,0.00244,1.0128,-0.23,-0.15,14.22,13827
2460641.943520,0.99905,0.00245,1.0129,0.03,-0.02,14.46,14385
2460641.943756,1.00586,0.00246,1.0130,-0.02,0.22,14.15,14876
2460641.943992,1.00186,0.00246,1.0131,-0.50,-0.95,14.32,13621
2460641.944228,1.00181,0.00246,1.0132,-0.65,-1.21,14.68,13161
2460641.944471,1.00004,0.00245,1.0132,0.10,-0.48,14.19,13216
2460641.944707,0.99903,0.00245,1.0133,0.37,-0.77,14.57,13113
2460641.944943,1.00357,0.00246,1.0134,-0.20,-1.01,14.66,13488
2460641.945179,0.99918,0.00245,1.0135,-0.46,0.04,14.04,14304
2460641.945414,0.99899,0.00245,1.0136,-0.14,-0.31,14.29,13455
2460641.945650,0.99964,0.00245,1.0137,0.89,-0.56,14.33,13445
2460641.945886,1.00238,0.00245,1.0138,-0.16,-0.81,14.38,13296
2460641.946122,0.99590,0.00244,1.0139,-0.25,-0.44,14.29,12248
2460641.946358,1.00269,0.00245,1.0140,0.40,-0.74,14.14,14985
2460641.946594,1.00265,0.00245,1.0141,-0.37,-1.64,14.13,15122
2460641.946830,1.00179,0.00245,1.0142,-0.17,-1.20,13.96,13972
2460641.947066,1.00127,0.00245,1.0143,0.51,0.79,13.91,15199
2460641.947308,0.99731,0.00245,1.0144,1.58,1.36,14.08,15186
2460641.947566,1.00320,0.00245,1.0146,1.18,0.18,13.86,14426
2460641.947802,1.00063,0.00245,1.0147,1.04,-0.45,13.95,14694
2460641.948038,1.00106,0.00245,1.0148,1.03,-0.55,14.08,14282
2460641.948275,1.00181,0.00245,1.0149,0.06,-0.50,13.80,15130
2460641.948511,1.00029,0.00245,1.0150,0.04,-0.47,13.88,15146
2460641.948754,1.00053,0.00245,1.0151,0.99,0.29,13.91,14292
2460641.948990,1.00133,0.00245,1.0153,0.97,-0.26,13.99,14075
2460641.949225,0.99644,0.00243,1.0154,-0.05,-1.05,14.06,15592
2460641.949461,1.00292,0.00245,1.0155,-0.27,-1.92,13.95,14739
2460641.949697,1.00105,0.00245,1.0156,0.14,-1.89,13.84,14019
2460641.949932,1.00089,0.00245,1.0158,-0.02,-1.02,13.66,15452
2460641.950168,0.99945,0.00245,1.0159,0.70,0.53,13.83,14506
2460641.950404,1.00265,0.00245,1.0160,0.23,-0.66,14.11,13401
2460641.950640,1.00139,0.00245,1.0162,-0.21,-0.63,14.07,13828
2460641.950876,0.99897,0.00245,1.0163,-0.17,0.01,13.96,13983
2460641.951155,1.00367,0.00245,1.0165,-1.36,-0.18,13.82,14024
2460641.951390,1.00090,0.00245,1.0166,0.20,0.14,13.72,15501
2460641.951626,1.00496,0.00245,1.0168,1.35,1.52,14.05,13960
2460641.951862,1.00557,0.00245,1.0169,1.04,0.91,14.01,13367
2460641.952105,1.00232,0.00245,1.0170,1.08,1.18,13.74,13389
2460641.952341,1.00326,0.00245,1.0172,-0.50,-0.34,13.93,13838
2460641.952577,1.00394,0.00245,1.0173,0.46,0.74,14.13,12981
2460641.952813,1.00120,0.00245,1.0175,0.08,1.75,14.04,14245
2460641.953049,1.00447,0.00246,1.0176,-0.02,-0.27,14.17,13335
2460641.953285,0.99998,0.00245,1.0178,-0.26,-0.04,13.94,12350
2460641.953520,1.00398,0.00246,1.0180,-0.94,-0.86,13.78,14382
2460641.953756,1.00148,0.00245,1.0181,-0.15,0.01,13.62,13940
2460641.953991,1.00465,0.00245,1.0183,-1.13,-0.90,13.49,14145
2460641.954228,1.00368,0.00245,1.0185,0.48,1.69,14.06,13148
2460641.954464,0.99918,0.00245,1.0186,-0.20,0.40,13.85,13396
2460641.954700,1.00512,0.00246,1.0188,-0.66,-0.17,13.69,14154
2460641.954942,1.00288,0.00245,1.0190,-0.62,0.32,13.37,16549
2460641.955179,1.00049,0.00244,1.0191,0.52,1.02,13.78,13808
2460641.955415,0.99907,0.00245,1.0193,0.36,1.55,13.82,14098
2460641.955651,1.00100,0.00244,1.0195,1.17,2.08,13.48,14968
2460641.955886,1.00550,0.00246,1.0196,0.05,0.54,13.61,14813
2460641.956136,1.00219,0.00245,1.0198,-0.26,0.89,13.54,14388
2460641.956371,0.99918,0.00244,1.0200,-0.10,0.92,13.41,15442
2460641.956607,0.99733,0.00244,1.0202,-0.29,0.27,13.41,14123
2460641.956843,0.99991,0.00245,1.0204,-0.06,0.29,13.38,14673
2460641.957079,1.00287,0.00245,1.0206,-0.53,-0.65,13.91,14175
2460641.957314,0.99920,0.00245,1.0208,-0.68,0.20,13.84,13330
2460641.957550,1.00185,0.00245,1.0210,-0.58,-0.86,13.69,14468
2460641.957792,1.00128,0.00245,1.0212,-0.51,0.27,13.46,14008
2460641.958028,1.00384,0.00245,1.0213,-0.60,0.21,13.64,14096
2460641.958263,1.00375,0.00245,1.0215,-0.18,0.47,13.57,13547
2460641.958499,1.00217,0.00246,1.0217,-0.30,0.65,13.85,12333
2460641.958735,1.00183,0.00245,1.0219,0.74,1.04,13.70,13204
2460641.958970,1.00718,0.00245,1.0221,0.77,1.78,14.00,13215
2460641.959206,1.00244,0.00245,1.0224,1.22,0.97,13.29,14581
